Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Whitehorse,Whitehorse,WHITEHORSE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.6,0.6
2020,June,Whitehorse,Whitehorse,WHITEHORSE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,42,23.4,23.4
2020,June,Whitehorse,Whitehorse,WHITEHORSE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,1.1,1.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,D Public order and security offences,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.6,0.6
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.1,1.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,74,41.1,41.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,20,11.1,11.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,0.6,0.6
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,27,15.0,15.0
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,662,368.1,368.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,77,42.8,42.8
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,69,38.4,38.4
2020,June,Whitehorse,Whitehorse,WHITEHORSE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,6,3.3,3.3
2020,June,Whitehorse,Whitehorse,WHITEHORSE,F Other offences,F Other offences,F20 Transport regulation offences,F21 Public transport,8,4.4,4.4
2020,June,Whitehorse,Whitehorse,WHITEHORSE,F Other offences,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,0.6,0.6
2020,June,Whitehorse,Whitehorse,WHITEHORSE,F Other offences,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,2,1.1,1.1
2020,June,Whitehorse,Whitehorse,WHITEHORSE,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,85,47.3,47.3
2020,June,Whitehorse,Whitehorse,WHITEHORSE,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,1.7,1.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,5,2.1,2.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,305,128.7,128.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,215,90.7,90.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",76,32.1,32.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,728,307.2,307.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,316,133.4,133.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,272,114.8,114.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,8,3.4,3.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,13,5.5,5.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,105,44.3,44.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,22,9.3,9.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,13,5.5,5.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,5,2.1,2.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,54,22.8,22.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,45,19.0,19.0
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,112,47.3,47.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,64,27.0,27.0
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,196,82.7,82.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,123,51.9,51.9
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,44,18.6,18.6
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,9,3.8,3.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,42,17.7,17.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,99,41.8,41.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,43,18.1,18.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,2.1,2.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,1059,446.9,446.9
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,54,22.8,22.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,12,5.1,5.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,66,27.9,27.9
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,1.3,1.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,484,204.2,204.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,315,132.9,132.9
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,0.4,0.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,651,274.7,274.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1847,779.4,779.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,716,302.2,302.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,77,32.5,32.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,799,337.2,337.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,1840,776.5,776.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,205,86.5,86.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1183,499.2,499.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,29,12.2,12.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,7,3.0,3.0
2020,June,Whittlesea,Whittlesea,WHITTLESEA,B Property and deception offences,B Property and deception offences,B50 Deception,B59 Other deception offences,5,2.1,2.1
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.4,0.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,155,65.4,65.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,55,23.2,23.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,17,7.2,7.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,20,8.4,8.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,916,386.6,386.6
2020,June,Whittlesea,Whittlesea,WHITTLESEA,C Drug offences,C Drug offences,C90 Other drug offences,C99 Other drug offences,2,0.8,0.8
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,124,52.3,52.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,302,127.4,127.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,0.4,0.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,42,17.7,17.7
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,36,15.2,15.2
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,39,16.5,16.5
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,18,7.6,7.6
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,48,20.3,20.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,1.3,1.3
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.4,0.4
2020,June,Whittlesea,Whittlesea,WHITTLESEA,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,6,2.5,2.5
